headline,category
vera drake s bafta triumph hope at the bafta film awards on saturday night  there is the prospect that a home-grown movie could walk off with a clutch of trophies.  vera drake  mike leigh s tale about a 1950s backstreet abortionist  is nominated in 11 categories. these include best film  best director and best actress shortlist for imelda staunton who plays the eponymous character. the film has spent months being lauded with prizes  from the venice film festival to five awards from the london critics  circle on wednesday night.  the baftas has a tradition of honouring british cinema  and this year vera drake is the obvious candidate to be heaped with praise. empire magazine s reviews editor dan jolin said the film had  a very good chance  of doing well on saturday  predicting that it would collect five or six awards.  i don t think it s going to do a lord of the rings-style sweep  but imelda staunton is a shoo-in for best actress   he said.   a best director prize for mike leigh and best british film are also likely and it could steal some awards from heavily-nominated competitors the aviator and finding neverland.  mr jolin tipped another contender - most likely the aviator - to walk away with the bafta for best film  and added that finding neverland had been lavished with nominations but not trophies. strong oscar contenders million dollar baby and sideways did not figure in the bafta nominations  giving vera drake greater potential to walk away with the big prizes.   there is a sense that this film is ours and we should slap our own guys on the back. out of all the films in the running for the baftas  vera drake is the true blue british one.    if mike leigh is going to win awards for anything  it should be vera drake at this year s baftas   said mr jolin  adding that the film was probably his most technically accomplished and lavish work yet. mr jolin also tipped phil davis for a best supporting actor prize for his role in vera drake but felt that heather craney could be outdone by kate winslet or natalie portman in the supporting actress category.  if there is anywhere where this film is going to win  it will be at the baftas   he said.  the guardian s film critic peter bradshaw felt that there  might well be  a sweep of awards for vera drake on saturday night.  i hope that bafta voters will respond to the extremely high standard of acting from the whole cast of the film. if bafta can t do so  what hope is there   he said. mr bradshaw felt that mike leigh s  masterpiece  was entitled to the best film award - leaving dead man s shoes  harry potter and the prisoner of azkaban  my summer of love and shaun of the dead to slug it out for the best british film trophy.  i will be cheering if vera drake wins a whole host of awards   he added.,entertainment
kenteris denies faking road crash greek sprinter kostas kenteris has denied claims that he faked a motorbike crash to avoid a doping test days before the start of the olympics.  kenteris and fellow sprinter katerina thanou are set to learn if they will face criminal charges this week. part of the investigation has centred on whether they staged the crash. kenteris insisted:  the accident happened. i went crazy when i found out i had supposedly missed a test and i wanted to rush to the olympic village.  kenteris  speaking on greece s alter television station  also claimed that he asked to be tested for banned substances in hospital after the crash.  i told the hospital  which was an olympics-accredited hospital  to call the ioc and have me tested on the spot but no-one came.   after a drama which dominated newspaper headlines in greece as athens prepared for the start of the athens games  kenteris and thanou eventually withdrew. but kenteris has continually protested his innocence - and on sunday blamed greek olympic committee officials and his former coach christos tzekos for failing to inform him of the test. the 31-year-old insisted he will be happy if he is charged so he can clear his name.  if a decision is taken to have charges filed against me  i will accept it gladly.  a prosecution means that the case will be cleared... i want to go to the end and then we ll see who s right and who isn t.  kenteris  a greek hero after winning gold in the 200m at the 2000 olympics in sydney  also confirmed that he was due to light the flame at the athens opening ceremony.  i had even rehearsed lighting the cauldron   he said.,sports
china s shanda buys stake in sina chinese online game operator shanda interactive entertainment has bought a 20% stake in sina  the country s biggest internet portal firm.  the move may be a precursor to a full takeover  with analysts saying that a better-known international firm may also now show an interest in sina. shanda said that it may boost its stake in sina  even buying it outright. a merger would create a firm that offers online role-playing games  news  entertainment and wireless messaging.  sina said that the purchase of a stake by shanda would have no impact on its business.  the board of directors said in a statement that it would  continue to act in the best interests of all the company stakeholders  including shareholders  employees and customers . both companies are listed on the new york stock exchange s (nyse) technology-dominated nasdaq index. in a filing with the us securities and exchange commission  sina said its shares were purchased between 12 january and 10 february for about $230m. rumours about a possible takeover boosted sina s shares by more than 10% on friday. they added an extra 6.4% to $27.24 in electronic trading after the trading session had finished. and there may be more gains amid bid speculation when trading resumes in new york on tuesday after monday s public holiday  analysts forecast.  there could still be some potential parties that could still counter bid   said wallace cheung  an analyst at dbs vickers.  even though shanda has 20% of sina  they still have quite a long way to take full control.  however  mr cheung noted that a foreign company trying to take control of a chinese internet portal firm  with its ability to filter and pass on news  may not be viewed very favourably by beijing.,business
 Modified Barium swallow study evaluation to objectively evaluate swallowing function and safety.  The patient complained of globus sensation high in her throat particularly with solid foods and with pills.  She denied history of coughing and chocking with meals. ,medical
da vinci code is  lousy history  the plot of an international bestseller that thousands of readers are likely to receive as a christmas present is  laughable   a clergyman has said.  the da vinci code claims jesus was not crucified  but married mary magdalene and died a normal death. it claims this was later covered up by the church. the bishop of durham  the rt rev dr tom wright  described the novel as a  great thriller  but  lousy history . the book has sold more than seven million copies worldwide. despite enjoying dan brown s conspiracy theory  the bishop said there was a lack of evidence to back up its claims.  writing his christmas message in the northern echo  the bishop said:  conspiracy theories are always fun - fun to invent  fun to read  fun to fantasise about.  dan brown is the best writer i ve come across in the genre  but anyone who knows anything about 1st century history will see that this underlying material is laughable.  a great deal of credible evidence proves the biblical version of jesus  life was true  according to the bishop.  the evidence for jesus and the origins of christianity is astonishingly good   he said.  we have literally a hundred times more early manuscripts for the gospels and letters in the new testament than we have for the main classical authors like cicero  virgil and tacitus.   historical research shows that they present a coherent and thoroughly credible picture of jesus  with all sorts of incidental details that fit the time when he lived  and don t fit the world of later legend.  brown s book has become a publishing phenomenon  consistently topping book charts in the uk and us. the da vinci code has been translated into 42 languages and has spawned its own cottage industry of publications  including guides on to how to read the book  rebuttals and counter claims. the book  which has become an international best-seller in little over two years  is set to be made into a film starring tom hanks.,entertainment
jimmy kimmels own winter olympics produce another gold medal moment,sports
new consoles promise big problems making games for future consoles will require more graphic artists and more money  an industry conference has been told.  sony  microsoft and nintendo will debut their new consoles at the annual e3 games expo in los angeles in may. these so-called  next generation  machines will be faster than current consoles  and capable of displaying much higher-quality visuals. for gamers  this should make for better  more immersive games. in a pre-recorded video slot during microsoft s keynote address at the game developers conference  held last week in san francisco  famed director james cameron revealed he is making a game in tandem with his next film - believed to be battle angel alita. the game s visual quality would be  like a lucid dream   said mr cameron. but numerous speakers warned that creating such graphics will require more artists  and so next generation console games will be much more expensive to develop. the first new console  microsoft s xbox 2  is not expected to reach the shops until the end of 2005. games typically take at least 18 months to create  however  so developers are grappling with the hardware today.  according to robert walsh  head of brisbane-based game developer krome studios  next generation games will cost between $10-25m to make  with teams averaging 80 staff in size taking two years to complete a title. such sums mean it will be difficult for anyone to start a new game studio  said mr walsh.  if you re a start-up  i doubt that a publisher is going to walk in and give you a cheque for $10m  however good you are   he said. mr walsh suggested that new studios should make games for mobile phones and handheld consoles like the sony psp and the nintendo ds  since they are cheaper and easier to create than console games.  one developer bucking the trend towards big art teams is will wright  the creator of the best-selling the sims games. the founder of california s maxis studio surprised the conference with a world exclusive preview of his next game  spore. spore will allow players to experiment with the evolution of digital creatures. starting with an amoeba-sized organism  the player will guide the physical development of their creature by selecting how its limbs  jaws and other body parts evolve.  eventually the creature will become capable of establishing cities  trading and fighting  and even building space ships. advanced players will visit the home planets of creatures created by other spore players. these worlds will be automatically swapped across the internet. mr wright said that enabling players to devise and share their creatures would make them care more about the game.  i don t want to put the player in the role of luke skywalker or frodo baggins - i want them to be george lucas or dr seuss   explained mr wright. few games have hinted at the scope of spore  but mr wright explained that he has nevertheless kept his development team small by hiring expert programmers. instead of employing lots of artists to create 3d models of the digital creatures  spore generates and displays the creatures according to rules devised by the programmers.  the thing i am coming away with [from the conference] is that next generation content is going to be really expensive  and creating it will drive the smaller players out of the market   said mr wright.  i d like to offer an alternative to that.   new development tools will be another important aid in making next generation games  and dozens of companies demonstrated their latest products at the conference.  oxford-based natural motion launched endorphin v2.0  which enables artists to direct a 3d  virtual actor . the actor is realistically modelled according to the laws of physics. endorphin simulates how the actor falls down stairs  for instance  or crumples up after a gunshot. artists can blend together these visual sequences  and include the results in their games. the process is much quicker than having an artist animate each movement by hand  and so lessens the need for larger art teams. another british company aiming to reduce the workload of artists is manchester start-up genemation. its latest tool  gencrowd  enables artists to create unique  photo-realistic human faces for games involving lots of people. gencrowd works by blending together elements of an in-built supply of stock faces of differing ages and ethnicities. the software can create up to 2 000 new heads an hour.  one area not yet dominated by graphical blockbusters is mobile phone games. even the latest phones are not as powerful as the consoles of a decade ago  so smaller teams of half a dozen people can still create complete games for the devices.  the game developers conference included a special two-day summit dedicated to creating mobile games. a niche attraction for a few dozen conference attendees when it began five years ago  gdc s mobile summit this year drew several hundred delegates. mobile games are a fast-growing sector because newer phones have better graphics and sound  and are thus more suitable for playing games. furthermore  the adoption of mobile phones continues to spread across the world. it s predicted that by 2006 two billion people will own a mobile phone. the growing importance of mobile gaming was reflected by a keynote given by john batter  general manager at ea mobile. ea mobile is a division of electronic arts  the biggest games publisher. until recently electronic arts had been dismissive of games for phones.  the last time you checked  ea wasn t in this business   mr batter admitted. but he said ea now planned on dominating the market by releasing mobile versions of its most popular franchises. ea plans to release up to 20 mobile games over the next 12 months. the first will be a version of its need for speed racing game  created by ea mobile s 30-person development team. mr batter predicted that by 2006  mobile phones would be capable of running games of comparable quality to those on sony s upcoming psp handheld console.  owain bennallack is the editor of develop magazine.,tech
Google Flu Trends predictions not reliable: researchers,medical
fbi agent colludes with analyst a former fbi agent and an internet stock picker have been found guilty of using confidential us government information to manipulate stock prices.  a new york court ruled that former fbi man jeffrey royer  41  fed damaging information to anthony elgindy  36. mr elgindy then drove share prices lower by spreading negative publicity via his newsletter. the egyptian-born analyst would extort money from his targets in return for stopping the attacks  prosecutors said.  under the guise of protecting investors from fraud  royer and elgindy used the fbi s crime-fighting tools and resources actually to defraud the public   said us attorney roslynn mauskopf.  mr royer was convicted of racketeering  securities fraud  obstruction of justice and witness tampering. mr elgindy was convicted of racketeering  securities fraud and extortion.  the charges carry sentences of up to 20 years. when the guilty verdict was announced by the jury foreman  mr elgindy dropped his face into his hands and sobbed  the associated press news agency reported. he was led weeping from the court room by us marshals  ap said. defense lawyers contended that mr royer had been feeding information to mr elgindy and another trader in an attempt to expose corporate fraud. mr elgindy s team claimed that he also was fighting against corporate wrongdoing.  elgindy s conviction marks the end of his public charade as a crusader against fraud in the market   said ms mauskopf. one of the more bizarre aspects of the trial focused on the claims that mr elgindy may have had foreknowledge of the 11 september terrorist attacks in new york and washington. mr elgindy had been trying to sell stock prior to the attack and had predicted a slump in the market. no charges were brought in relation to these allegations.,business
Emerging-Market Stocks Decline With Commodities as China Weakens,business
pountney handed ban and fine northampton coach budge pountney has been fined £2 000 and banned from match-day coaching for six weeks for calling a referee  a disgrace .  pountney was found guilty of bringing the game into disrepute at a rugby football union disciplinary hearing in london on thursday night. pountney criticised referee steve lander s performance in northampton s defeat by saracens on 5 february. the last two weeks of the six-week ban are suspended. pountney pleaded guilty to the offence before a panel consisting of chairman robert horner  nigel gillingham and jeff probyn. the ban means former scotland international pountney cannot enter the playing enclosure  technical areas or go near the touchline  tunnel or players and officials  areas on the day of a game.,sports
Bromund: Europe must wake up to new danger,business
Stacy Keibler Marries Boyfriend in Mexico — Shocking Their Families! (VIDEO),entertainment
ask jeeves joins web log market ask jeeves has bought the bloglines website to improve the way it handles content from web journals or blogs.  the bloglines site has become hugely popular as it gives users one place in which to read  search and share all the blogs they are interested in. ask jeeves said it was not planning to change bloglines but would use the 300 million articles it has archived to round out its index of the web. how much ask jeeves paid for bloglines was not revealed.  bloglines has become popular because it lets users build a list of the blogs they want to follow without having to visit each journal site individually. to do this it makes use of a technology known as really simple syndication (rss) that many blogs have adopted to let other sites know when new entries are made on their journals. the acquisition follows similar moves by other search sites. google acquired pyra labs  makers of the blogger software  in 2003. in 2004 msn introduced its own blog system and yahoo has tweaked its technology to do a better job of handling blog entries. jim lanzone  vice president of search properties at ask jeeves in the us  said it did not acquire bloglines just to get a foothold in the blog publishing world. he said ask jeeves was much more interested in helping people find information they were looking for rather than helping them write it.   the universe of readers is vastly larger than the universe of writers   he said. mr lanzone said the acquisition would sit well with ask s my jeeves service which lets people customise their own web experience and build up a personal collection of useful links.  search engines are about discovering information for the first time and rss is the ideal way to keep track of and monitor those sites   he said. it would also help drive information and entries from blogs to the portals that ask jeeves operates. there would be no instant sweeping changes to bloglines  said mr lanzone.  our intent is to take our time to figure out the right business model not to try to monetise it right away   he said. though mr lanzone added that ask jeeves would be helping organise the database of 300m blog entries bloglines holds with its own net indexing technology.  being able to search the blogosphere as one corpus of information will be very useful in its own right   said mr lanzone. rumours about the acquisition were broken by the napsterization weblog which said it got the hint from ask jeeves insiders.,tech
"News in Pictures - 10 March, 2014",business
Next-Gen Starts Tomorrow With Titanfall Launch,tech
"Uh-Oh, LiLo! Lindsay Lohan's Reality Show Flops In The Ratings! Don't Believe  ...",entertainment
Brain Scans Could Show Which Vegetative Patients Are Likely To Wake,medical
mobile multimedia slow to catch on there is no doubt that mobile phones sporting cameras and colour screens are hugely popular.  consumers swapping old phones for slinkier  dinkier versions are thought to be responsible for a 26% increase in the number of phones sold during the third quarter of 2004  according to analysts gartner more than 167 million handsets were sold globally between july and september 2004  a period that  according to gartner analyst carolina milanesi is  seldom strong . but although consumers have mobiles that can take and send snaps  sounds and video clips few  so far  are taking the chance to do so.  in fact  the numbers of people not taking and sending pictures  audio and video is growing. figures gathered by continental research shows that 36% of british camera phone users have never sent a multimedia message (mms)  up from 7% in 2003. this is despite the fact that  during the same period  the numbers of camera phones in the uk more than doubled to 7.5 million. getting mobile phone users to send multimedia messages is really important for operators keen to squeeze more cash out of their customers and offset the cost of subsidising the handsets people are buying. the problem they face  said shailendra jain  head of mms firm adamind  is educating people in how to send the multimedia messages using their funky handsets.   also   he said   they have to simplify the interface so its not rocket science in terms of someone understanding it.  research bears out the suspicion that people are not sending multimedia messages because they do not know how to. according to continental research  29% of the people it questioned said they were technophobes that tended to shy away from innovation. only 11% regarded themselves as technically savvy enough to send a picture or video message. the fact that multimedia services are not interoperable across networks and phones only adds to people s reluctance to start sending them  said mr jain.  they ask themselves:  if i m streaming video from one handset to another will it work    he said.  there s a lot of user apprehension about that.   there are other deeper technical reasons why multimedia messages are not being pushed as strongly as they might. andrew bud  executive chairman of messaging firm mblox  said mobile phone operators cap the number of messages that can be circulating at any one time for fear of overwhelming the system.  the rate we can send mms into the mobile network is fairly constant   he said. the reason for this is that there are finite capacities for data traffic on the second generation networks that currently have the most users.  no-one wants to take the risk of swamping these relatively narrow channels so the number of mms messages is capped  said mr bud. this has led to operators finding other technologies  particularly one known as wap-push  to get multimedia to their customers. but when networks do find a good way to get multimedia to their customers  the results can be dramatic. israeli technology firm celltick has found a way to broadcast data across phone networks in a way that does not overwhelm existing bandwidth. one of the first firms to use the celltick service is hutch india  the largest mobile firm in the country. the broadcast system gets multimedia to customers via a rolling menu far faster than would be possible with other systems. while not multimedia messaging  such a system gets people used to seeing their phones as a device that can handle all different types of content. as a result 40% of the subscribers to the hutch alive  which uses celltick s broadcast technology  regularly click for more pictures  sounds and images from the operator.  operators really need to start utilising this tool to reach their customers   said yaron toren  spokesman for celltick. until then  multimedia will be a message that is not getting through.,tech
bafta to hand out movie honours movie stars from across the globe are attending this year s bafta film award ceremony.  british stars imelda staunton and clive owen are hoping for awards at the odeon in london s leicester square. hollywood stars leonardo dicaprio  pierce brosnan  christian slater and richard gere are also in the audience for the biggest night in uk film. hollywood blockbuster the aviator  starring dicaprio  leads the field with 14 nominations  including best movie. it is up against eternal sunshine of the spotless mind  finding neverland  the motorcycle diaries and british film vera drake  which has 11 nominations.  staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small-budget film. she arrived at the ceremony wearing a green silk and chiffon low cut evening dress decorated with beads.  it s lovely to be here at home  to be on british soil. it s very nice indeed   she told reporters.  asked whether she was nervous about her best actress nomination she said:  it s out of my hands  there s nothing i can do. i m here with a lot of mates and we re going to have a very nice evening.  other nominees in the best actress category include charlize theron for monster  ziyi zhang for house of flying daggers and uk star kate winslet  who has two nods for her roles in eternal sunshine of the spotless mind and finding neverland. dicaprio faces competition from bernal  jamie foxx  jim carrey and johnny depp in the best actor category. the crowed screamed when he arrived on the red carpet. it s unlike anything i ve ever encountered. it s very intense and very loud   he told the bbc.   it s the first time i ve come to the baftas because it s the first time i ve been nominated...i ve appreciated british cinema for a long time and to be recognised like this is a special honour.  gere  who is presenting the best film award  said:  it s a big party  i had no idea it was going to be this big. it s crazy  i think it s bigger than the academy awards.   british actor owen is hoping to repeat his golden globe success with a best supporting actor award for his role in closer. he raised one of the biggest cheers of the night when he walked down the red carpet.  i was always a huge fan of closer as a play  so when i got the call to appear in the film  it was a huge thrill for me   he said.  the whole experience has been a treat and i m very fortunate to have been given the role.  his co-star natalie portman is up against blanchett  heather craney  julie cristie and meryl streep in the best supporting actress category. mike leigh is up for the best director award for vera drake  alongside martin scorsese for the aviator  michael mann for collateral  michel gondry for eternal sunshine of the spotless mind and marc forster for finding neverland.  the orange british academy film awards will be shown on bbc one at 2010 gmt.,entertainment
"Sbarro pizza chain, which has several restaurants in Alabama, files for  ...",business
" History of numbness in both big toes and up the lateral aspect of both calves.  She dose complain of longstanding low back pain, but no pain that radiates from her back into her legs.  She has had no associated weakness.",medical
" Left Heart Catheterization.  Chest pain, coronary artery disease, prior bypass surgery.  Left coronary artery disease native.  Patent vein graft with obtuse marginal vessel and also LIMA to LAD.  Native right coronary artery is patent, mild disease.",medical
" Congestive heart failure (CHF).  The patient is a 75-year-old gentleman presented through the emergency room.  Symptoms are of shortness of breath, fatigue, and tiredness.  Main complaints are right-sided and abdominal pain.  Initial blood test in the emergency room showed elevated BNP suggestive of congestive heart failure. ",medical
olympics commentator explains they all look the same remark about chinese skiers,sports
jackson film  absolute disaster  a pr expert has told the michael jackson child abuse trial that the tv documentary at the heart of the case was an  absolute disaster .  ann kite told the court in the californian town of santa maria she was hired to  crisis manage  the fallout after the programme had aired in 2003. jurors saw the film  in which the pop star held hands with the alleged victim  on tuesday. mr jackson denies 10 charges of child abuse and false imprisonment. if convicted  he could face up to 21 years in prison.  ms kite suggested jackson s associates had been intent on launching a smear campaign against the accuser s family after the airing of martin bashir s film living with michael jackson. she told the court that in the aftermath of the broadcast  a jackson lawyer had told her the boy s mother would be made to look like a  crack whore . jackson s defence questioned ms kite s credibility  pointing that she worked for the singer s team for less than a week before being fired  and had never met or spoken to the star.  ms kite said she received a phone call on 13 february 2003 from a jackson associate  marc schaffel  who said the boy and his family had left the neverland ranch where they had been staying.  ms kite told the court she had later asked jackson s lawyer  david legrand  what had happened.  i said  `don t make me believe that these people were hunted down like dogs and brought back to the ranch    she said. ms kite began to work for mr jackson in february 2003  after the controversial film was televised in the us and europe. the documentary sparked a media storm and the subsequent investigation into mr jackson s relationship with the boy. in the film  the singer said he did not see anything wrong with sharing a bed with a child.  questioned by the prosecution  ms kite said her plan had been to move media coverage of the star away from a focus on his human frailties to concentrate more on his musical genius. ms kite said that an additional problem was the release of documents relating to a previous allegation of child abuse against mr jackson. the smoking gun website publication was  beyond disaster   ms kite said. correspondents say the reference is important because it was unclear whether the prosecution would be able to bring up the previous case in front of the jury.  the judge is studying whether the prosecution s first witness  reporter martin bashir  is in contempt of court. the defence protested after mr bashir  who interviewed jackson for the tv documentary  refused to answer nearly all their questions  citing a california  shield  law intended to allow journalists to protect their sources. in the prosecution s opening statement on monday  tom sneddon told the court that mr jackson had shown the boy porn and plied him with wine  in order to molest him. he said the singer had visited sexually explicit websites and showed the boy - who was 13 at the time - and his younger brother pornography at his ranch.,entertainment
japans babe ruth hits 1st mlb homer 2 days after his 1st pitching win,sports
Sbarro declares bankruptcy,business
Call for HIV pill for gay men at risk of infection to be made available on the NHS,medical
parker misses england clash tom shanklin will start in the centre for wales against england in cardiff on saturday after sonny parker failed to recover from a trapped neck nerve.  shanklin was first-choice wing in the autumn tests  but prefers centre and will face england debutant mathew tait. dragons three-quarter hal luscombe takes shanklin s wing berth. up front  mefin davies plays at hooker  open-side martyn williams is fit to start and lock rob sidoli replaces veteran gareth llewellyn. davies wins the vote ahead of robin mcbryde  who sits on the bench having recently returned to action for the scarlets following a neck injury.  sidoli is back for the first time since last season s six nations  the blues second row back to form after a niggling groin problem. williams  sidoli s team-mate at cardiff  is set to win his 50th cap  replacing the injured colin charvis after making a quicker-than-expected recovery from a neck disc problem.  initially when i had the diagnosis it was a case of trying to get fit for the italy game next week  but fortunately my recovery has been a lot quicker than we all hoped   williams told bbc sport wales.  i haven t started a game since 1 january and would have preferred to have a couple of games in the lead-up to this  but the good thing with the injury is that i have kept up my fitness levels.  i feel quite fresh and i just can t wait to play again.  williams says he expects a torrid time from an england loose-forward trio of lewis moody  joe worsley and andy hazell.  they are three top-class players  especially worsley and moody. they have been there and done it   williams added.  they were back-ups behind richard hill  neil back and lawrence dallaglio  but now they have come forward and proved what good players they are - there are no weaknesses there.  luscombe gets the nod on the wing ahead of dragons team-mate kevin morgan  who wins a place on the bench alongside uncapped blues prop john yapp.  g thomas (toulouse (capt); h luscombe (dragons)  t shanklin (blues)  g henson (ospreys)  s williams (ospreys); s jones (clermont auvergne)  d peel (scarlets); g jenkins (blues)  m davies (gloucester)  a jones (ospreys)  b cockbain (ospreys)  r sidoli (blues)  d jones (scarlets)  m williams (blues)  m owen (dragons).  r mcbryde (scarlets)  j yapp (blues)  j thomas (ospreys)  r jones (ospreys)  g cooper (dragons)  c sweeney (dragons)  k morgan (dragons).,sports
gamers snap up new sony psp gamers have bought almost all of the first batch of sony s new playstation portable (psp) games console  which went on sale in japan on sunday.  thousands of people queued for hours to get hold of one of the 200 000 psps which were shipped to retailers. the handheld console can play games  music and movies and goes on sale in europe and north america next year. despite the demand sony said it would not increase the 500 000-strong stock of psps it plans to ship by year s end.  sony says it intends to ship three million of the consoles by march 2005. the company is hoping to challenge the dominance of nintendo in the handheld market. nintendo released its new ds console earlier this year and has already raised shipment targets for the device by 40%. the psp is selling in japan for 19 800 yen ($188; £98) while nintendo s ds console sells in the us and japan for $150 (£78). nintendo s goal is to ship 5 million of its new nintendo ds handheld consoles by march 2005.,tech
freeze on anti-spam campaign a campaign by lycos europe to target spam-related websites appears to have been put on hold.  earlier this week the company released a screensaver that bombarded the sites with data to try to bump up the running costs of the websites. but the site hosting the screensaver now displays a pink graphic and the words  stay tuned . no one at lycos was available for comment on latest developments in its controversial anti-spam campaign.  lycos europe s  make love not spam  campaign was intended as a way for users to fight back against the mountain of junk mail flooding inboxes. people were encouraged to download the screensaver which  when their pc was idle  would then send lots of data to sites that peddle the goods and services mentioned in spam messages. lycos said the idea was to get the spam sites running at 95% capacity and generate big bandwidth bills for the spammers behind the sites. but the plan has proved controversial.  monitoring firm netcraft analysed response times for some of the sites targeted by the screensaver and found that a number were completely knocked offline.  the downing of the sites could dent lycos claims that what it is doing does not amount to a distributed denial of service attack. in such attacks thousands of computers bombard sites with data in an attempt to overwhelm them. laws in many countries do not explicitly outlaw such attacks but many nations are re-drafting computer use laws to make them specific offences. lycos europe now appears to have put the plan on hold. the site hosting the screensaver currently shows a holding page  with the words   stay tuned . the numerical internet address of the site has also changed. this is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the lycos screensaver site. the campaign has come under fire from some corners of the web. many discussion groups have said that it set a dangerous precedent and could incite vigilantism.  attacking a spammer s website is like poking a grizzly bear sleeping in your back garden with a pointy stick   said graham cluley  senior technology consultant for sophos.  not only is this screensaver similar in its approach to a potentially illegal distributed denial of service attack  but it also is in danger of turning innocent computer users into vigilantes  who may not be prepared for whatever retaliation the spammers care to dream up.,tech
Taylor Swift has been named 2014's highest-paid singer by a music website as  ...,entertainment
lebron james sent the classiest message to indians after defeat,sports
Noyer Says Stronger Euro Creates Unwarranted Pressure on Economy,business
leslie jones is the figure skating fashion critic everyone needs,sports
mobile audio enters new dimension as mobile phones move closer to being a ubiquitous  all-in-one media player  audio is becoming ever more important. but how good can that sound be from such a small device   the sound of a buzzing bee jumps from left to right before disappearing around the back of my head. the surround sound demo is unremarkable when heard on a multi-speaker home cinema system but startling when emerging from a small mobile phone. british firm sonaptic is one of a number of companies to have developed 3d audio technology that emerges from stereo speakers. firms am3d and srs both offer stereo-widening technology for mobile phones. but sonaptic s managing director david monteith says his firm is the only company to offer positional 3d audio on a mobile.   there are quite a few basic technologies out there  making the sound seem a bit bigger  headphones a bit nicer.   no-one has really tried before to make proper 3d positional audio - where an individual channel can be moved around.  sonaptic has been working with japanese mobile network ntt docomo to set standards for 3d audio on mobile phones. in the last few months handsets from nec  fujitsu and mitsubishi have been released on to the japanese marker which have chips produced by yamaha and rohm with sonaptic s technology.  the technology has been around on pcs and games consoles for some time but what we are doing is making it more efficient so it can go on a small consumer device like a mobile phone   said mr monteith.  the technology works through applying the science of psychoacoustics and grew out of medical research done by the company s research director dr alastair sibbald.  we are basically trying to fool your ears into thinking sound is coming from areas it actually isn t.  your brain uses certain bits of information which we are effectively synthesising on a mobile phone handset.  the structure of the ear works as a 3d encoder for sound - helping the brain understand from where sound is emanating. sonaptic s audio processing algorithms mimic that 3d encoding  giving the impression that sound is coming from the left  right  and behind a listener when in fact it is coming from a single source. mr montieth says:  if the sound is off to one side it will get to one ear before the other - if it is on the right it has to bend around your head to get to your left ear.   the shape of your ear causes differences in sound from one ear to the other. we are synthesising those differences.  sonaptic hopes the technology will have a big impact in the growing market of mobile gaming and music downloading.  handhelds often have limitations - screens will be small by definition.  if you want to get impact from media you are running - either a movie  a game or watching tv - if you want it to be more immersive then our technology can help.  a fishing game is the first title to use the technology  creating a 3d sound field while the gamer plays. driving games and shoot  em ups using the technology are in development. the technology can also be used for music - giving songs a much more expansive and immersive feel. sonaptic offers its technology on a chip or in software and is about to release a new version which significantly improves the efficiency of the audio processing.  it s important we only use 10 or 15% of the processor otherwise you won t be able to play a game on the handset   explained mr montieth. the company is now looking to the us and european markets  where it has been working with network vodafone.  we have focused first on japan because it has a very advanced mobile phone market.  we knew japan would be the first place to have the handsets that could use our technology.  there should be handsets out in the uk in the next six months.,tech
Titanfall On Xbox One Struggles with Framerate Despite 792p Resolution,tech
Parents' Smartphones Interrupt Healthy Family Interactions,medical
Americans riding public transit in record numbers [INTERACTIVE],business
Utah researchers: Fasting has health benefits related to diabetes,medical
House language slammed by nutrition advocates,medical
